gene_id	ko	assignment	score_type	threshold	bit_score	e_value	domain_bit_score	domain_e_value	definition
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_281591_2	K03585	rescued	full	265.5	258.6	2.2e-77	258.3	2.7e-77	membrane fusion protein, multidrug efflux system
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_281591_3	K18138	threshold	full	1045.23	1111.6	0.0	1111.3	0.0	multidrug efflux pump
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_281591_5	K01496	rescued	domain	189.97	148.0	8e-44	147.8	9.2e-44	phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_281591_6	K00765	threshold	full	52.3	266.6	6.6e-80	266.3	8.1e-80	ATP phosphoribosyltransferase [EC:2.4.2.17]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_281591_7	K00013	threshold	full	467.23	510.7	1.1e-153	510.5	1.3e-153	histidinol dehydrogenase [EC:1.1.1.23]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_281591_8	K00817	threshold	full	283.47	323.8	3.6e-97	323.5	4.3e-97	histidinol-phosphate aminotransferase [EC:2.6.1.9]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_281819_1	K07059	rescued	domain	154.27	121.3	8e-36	120.9	1.1e-35	rhomboid family protease [EC:3.4.21.105]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_281819_10	K02655	rescued	full	96.4	74.6	1.6e-21	74.5	1.7e-21	type IV pilus assembly protein PilE
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_281819_12	K03634	threshold	full	48.77	124.4	1.1e-36	124.3	1.3e-36	outer membrane lipoprotein carrier protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_281819_13	K00074	threshold	domain	414.43	476.4	2.9e-143	476.2	3.2e-143	3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_281819_15	K01689	threshold	domain	255.03	723.8	2.9e-218	723.5	3.6e-218	enolase 1/2/3 [EC:4.2.1.11]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_281819_16	K15633	threshold	full	70.67	746.0	6.5e-225	745.8	7.8e-225	2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_281819_17	K01915	threshold	domain	48.07	229.4	1.5e-68	229.2	1.7e-68	glutamine synthetase [EC:6.3.1.2]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_281819_19	K01354	threshold	full	493.27	838.5	1e-252	838.4	1.1e-252	oligopeptidase B [EC:3.4.21.83]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_281819_2	K07729	rescued	domain	57.07	47.1	4.4e-13	47.1	4.7e-13	putative transcriptional regulator
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_281819_20	K06872	threshold	domain	51.3	196.4	1.1e-58	195.9	1.6e-58	uncharacterized protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_281819_21	K03744	threshold	full	31.17	224.7	3.4e-67	224.6	3.7e-67	LemA protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_281819_5	K03270	threshold	full	165.33	205.6	1.2e-61	205.3	1.4e-61	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_281819_6	K25314	threshold	domain	564.3	773.6	5.9e-233	772.2	1.6e-232	fucokinase / fucose-1-phosphate guanylyltransferase [EC:2.7.1.52 2.7.7.30]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_281819_7	K06920	threshold	full	92.4	342.7	4.9e-103	342.6	5.4e-103	7-cyano-7-deazaguanine synthase [EC:6.3.4.20]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_281819_8	K10026	threshold	full	78.2	207.1	5.5e-62	207.0	6.1e-62	7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_283889_10	K00282	threshold	domain	420.83	637.2	2.7e-192	637.0	3.2e-192	glycine cleavage system P protein (glycine dehydrogenase) subunit 1 [EC:1.4.4.2]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_283889_11	K02437	threshold	domain	34.83	185.0	2.7e-55	184.9	2.9e-55	glycine cleavage system H protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_283889_13	K06013	threshold	full	121.87	180.3	1.4e-53	179.9	1.9e-53	STE24 endopeptidase [EC:3.4.24.84]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_283889_2	K21472	threshold	domain	112.0	113.0	3e-33	112.7	3.7e-33	peptidoglycan LD-endopeptidase LytH [EC:3.4.-.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_283889_7	K18101	threshold	domain	312.7	421.0	1.2e-126	420.8	1.4e-126	rhamnosyltransferase subunit B [EC:2.4.1.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_283889_8	K00283	threshold	domain	538.77	793.2	3.6e-239	792.7	5.1e-239	glycine cleavage system P protein (glycine dehydrogenase) subunit 2 [EC:1.4.4.2]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_287010_2	K12132	rescued	domain	234.47	176.5	1.1e-52	176.4	1.3e-52	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_287010_3	K11358	threshold	full	332.9	500.8	5.6e-151	500.5	6.8e-151	aspartate aminotransferase [EC:2.6.1.1]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_287010_4	K03722	threshold	full	228.83	724.7	3.1e-218	724.1	4.5e-218	ATP-dependent DNA helicase DinG [EC:5.6.2.3]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_290840_10	K03704	threshold	full	82.8	115.1	6.3e-34	115.0	6.8e-34	cold shock protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_290840_4	K18286	threshold	full	386.97	387.9	6.3e-117	387.6	7.6e-117	aminodeoxyfutalosine deaminase [EC:3.5.4.40]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_290840_5	K28144	threshold	full	41.13	42.5	9.9e-12	42.3	1.1e-11	antitoxin VapB24/25/29/31/33/37/38/39/41/43/44/48
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_290840_6	K28143	threshold	full	71.57	103.8	1.5e-30	103.5	1.9e-30	ribonuclease VapC24/25/29/31/33/37/38/39/41/43/44/48 [EC:3.1.-.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_290840_8	K03294	threshold	domain	471.53	539.5	1.7e-162	501.4	5.8e-151	basic amino acid/polyamine antiporter, APA family
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_295637_1	K03666	threshold	domain	22.1	87.1	1.5e-25	87.1	1.5e-25	host factor-I protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_295637_2	K03665	threshold	domain	178.03	560.0	1.3e-168	559.8	1.5e-168	GTPase
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_295637_3	K07491	threshold	domain	17.4	102.2	8.5e-30	102.1	9.2e-30	REP-associated tyrosine transposase
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_308315_1	K02469	threshold	domain	1023.93	1079.1	0.0	1078.8	0.0	DNA gyrase subunit A [EC:5.6.2.2]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_315207_1	K00766	rescued	full	95.5	90.9	1.4e-26	90.8	1.5e-26	anthranilate phosphoribosyltransferase [EC:2.4.2.18]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_315207_2	K21498	threshold	domain	77.53	119.6	3.1e-35	119.4	3.4e-35	antitoxin HigA-1
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_315207_3	K07334	threshold	domain	72.97	112.6	3.7e-33	112.5	4.1e-33	toxin HigB-1
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_315207_4	K01301	threshold	full	543.53	788.5	2.5e-237	788.3	3.1e-237	N-acetylated-alpha-linked acidic dipeptidase [EC:3.4.17.21]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_315207_5	K03282	threshold	full	35.5	149.2	2.7e-44	148.9	3.2e-44	large conductance mechanosensitive channel
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_316196_2	K07259	threshold	full	126.87	401.8	1.6e-120	401.6	1.8e-120	serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_316196_3	K18831	threshold	full	32.13	59.0	1.3e-16	58.9	1.3e-16	HTH-type transcriptional regulator / antitoxin HigA
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_316196_4	K00796	threshold	full	245.67	322.1	8.5e-97	322.0	9.3e-97	dihydropteroate synthase [EC:2.5.1.15]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_31741_10	K09458	threshold	domain	485.93	555.7	2.7e-167	555.6	3e-167	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_31741_5	K18828	threshold	full	107.97	153.8	9e-46	153.7	9.9e-46	tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_31741_6	K18829	threshold	full	38.73	73.6	2.9e-21	73.5	3.2e-21	antitoxin VapB
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_31741_9	K24951	rescued	full	79.13	74.3	1.7e-21	73.9	2.2e-21	membrane protein, antimicrobial resistance system
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_320304_2	K18831	threshold	full	32.13	117.5	1.7e-34	117.5	1.8e-34	HTH-type transcriptional regulator / antitoxin HigA
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_320304_3	K19166	threshold	full	50.1	126.9	1.4e-37	126.8	1.5e-37	mRNA interferase HigB [EC:3.1.-.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_324538_3	K01866	threshold	full	84.37	341.2	2.5e-102	341.0	2.7e-102	tyrosyl-tRNA synthetase [EC:6.1.1.1]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_324538_7	K00820	threshold	full	179.47	364.3	2.4e-109	364.0	2.9e-109	glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_327148_1	K22736	threshold	domain	40.3	241.2	3.4e-72	241.1	3.6e-72	vacuolar iron transporter family protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332001_1	K06940	threshold	domain	27.83	50.0	4.4e-14	49.8	4.8e-14	uncharacterized protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332001_2	K04750	threshold	domain	54.67	76.3	4.5e-22	76.3	4.7e-22	PhnB protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332001_4	K22617	rescued	full	250.2	200.1	7.7e-60	199.8	9.1e-60	lyso-ornithine lipid O-acyltransferase [EC:2.3.1.270]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332001_5	K22310	threshold	full	87.73	252.5	9.5e-76	252.2	1.2e-75	L-ornithine Nalpha-acyltransferase [EC:2.3.2.30]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332001_6	K03466	threshold	domain	200.93	683.1	8.8e-206	682.8	1.1e-205	DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332001_8	K06153	threshold	full	50.57	296.4	7.6e-89	296.1	9.2e-89	undecaprenyl-diphosphatase [EC:3.6.1.27]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332001_9	K01754	threshold	domain	266.17	370.6	2.8e-111	369.9	4.4e-111	threonine dehydratase [EC:4.3.1.19]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332151_1	K04655	threshold	full	154.1	534.6	6.1e-161	534.4	7.3e-161	hydrogenase expression/formation protein HypE
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332151_10	K00616	threshold	domain	131.23	393.3	3.2e-118	393.2	3.6e-118	transaldolase [EC:2.2.1.2]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332151_11	K06996	threshold	domain	51.33	73.4	5.4e-21	72.5	1e-20	uncharacterized protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332151_12	K02014	threshold	domain	156.33	175.3	4.7e-52	175.0	5.7e-52	iron complex outermembrane recepter protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332151_13	K03667	threshold	domain	291.9	688.4	1.3e-207	688.0	1.6e-207	ATP-dependent HslUV protease ATP-binding subunit HslU
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332151_14	K01419	threshold	full	77.27	311.0	1.2e-93	310.9	1.3e-93	ATP-dependent HslUV protease, peptidase subunit HslV [EC:3.4.25.2]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332151_16	K03282	threshold	full	35.5	147.0	1.2e-43	146.8	1.4e-43	large conductance mechanosensitive channel
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332151_17	K01301	threshold	full	543.53	785.7	1.9e-236	785.3	2.5e-236	N-acetylated-alpha-linked acidic dipeptidase [EC:3.4.17.21]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332151_18	K07334	threshold	domain	72.97	109.3	3.7e-32	109.2	4.1e-32	toxin HigB-1
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332151_19	K21498	threshold	domain	77.53	124.4	1e-36	124.3	1.1e-36	antitoxin HigA-1
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332151_20	K02197	threshold	full	42.13	96.2	3.7e-28	95.9	4.7e-28	cytochrome c-type biogenesis protein CcmE
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332151_22	K03976	threshold	full	95.33	192.6	1.3e-57	192.5	1.4e-57	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase [EC:3.1.1.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332151_23	K02194	threshold	domain	51.63	122.9	1.9e-36	122.7	2.1e-36	heme exporter protein B
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332151_3	K04654	threshold	full	216.87	613.0	5.9e-185	612.8	6.9e-185	hydrogenase expression/formation protein HypD
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332151_4	K04653	threshold	domain	33.3	123.5	1.9e-36	123.3	2.2e-36	hydrogenase expression/formation protein HypC
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332151_5	K04652	threshold	full	115.43	334.2	2e-100	333.9	2.4e-100	hydrogenase nickel incorporation protein HypB
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332151_6	K04651	threshold	domain	33.17	132.2	3e-39	132.1	3.3e-39	hydrogenase nickel incorporation protein HypA/HybF
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332152_12	K02443	threshold	full	90.53	171.7	1.8e-51	171.6	1.9e-51	glycerol uptake operon antiterminator
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332152_13	K00111	threshold	full	161.47	332.5	9.9e-100	332.2	1.2e-99	glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332152_14	K00112	threshold	full	113.83	189.0	2.7e-56	172.5	2.5e-51	glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332152_15	K00113	threshold	full	294.67	407.2	1.9e-122	407.0	2.2e-122	glycerol-3-phosphate dehydrogenase subunit C
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332152_4	K00010	threshold	domain	271.9	436.9	1.6e-131	436.7	1.8e-131	myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332152_5	K03335	rescued	full	126.93	102.2	5.9e-30	102.0	6.9e-30	inosose dehydratase [EC:4.2.1.44]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332152_6	K03335	threshold	full	126.93	156.0	2.7e-46	155.9	3e-46	inosose dehydratase [EC:4.2.1.44]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332152_7	K03336	threshold	full	451.53	982.1	1.9e-296	981.9	2.1e-296	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing) [EC:3.7.1.22]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332152_8	K03337	threshold	full	140.8	336.2	3.9e-101	336.0	4.6e-101	5-deoxy-glucuronate isomerase [EC:5.3.1.30]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332152_9	K00616	rescued	domain	131.23	125.1	8.6e-37	124.9	1e-36	transaldolase [EC:2.2.1.2]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_348206_5	K02372	threshold	full	79.27	110.9	1.8e-32	110.8	1.9e-32	3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_351699_5	K02909	threshold	full	22.77	128.9	4.3e-38	128.9	4.5e-38	large subunit ribosomal protein L31
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_351699_6	K02315	threshold	full	148.13	171.1	6.6e-51	170.8	8.2e-51	DNA replication protein DnaC
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_351699_9	K01599	threshold	full	185.9	305.6	1.6e-91	305.5	1.7e-91	uroporphyrinogen decarboxylase [EC:4.1.1.37]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_362571_1	K03701	threshold	full	353.37	1258.6	0.0	1257.8	0.0	excinuclease ABC subunit A
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_362571_3	K00809	threshold	full	103.03	183.9	9.7e-55	183.5	1.3e-54	deoxyhypusine synthase [EC:2.5.1.46]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_362571_5	K03521	threshold	full	76.57	82.0	8e-24	81.9	8.7e-24	electron transfer flavoprotein beta subunit
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_362571_7	K00311	rescued	full	263.3	254.6	3.3e-76	253.0	1e-75	electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_363974_2	K00997	threshold	domain	80.63	156.7	1.9e-46	156.6	2e-46	holo-[acyl-carrier protein] synthase [EC:2.7.8.7]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_363974_5	K03655	threshold	domain	384.37	742.4	1.7e-223	742.1	2.1e-223	ATP-dependent DNA helicase RecG [EC:5.6.2.4]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_365379_2	K02078	threshold	domain	38.3	43.0	9.5e-12	43.0	1e-11	acyl carrier protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_365379_6	K07304	threshold	full	52.17	265.8	1.2e-79	265.6	1.4e-79	peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_368988_1	K21397	threshold	domain	339.43	530.5	1.4e-159	475.5	6.3e-143	ABC transport system ATP-binding/permease protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_368988_2	K02528	threshold	full	253.5	289.6	6.4e-87	289.5	7e-87	16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_368988_3	K00703	threshold	domain	131.43	632.1	3.6e-190	631.9	4e-190	starch synthase [EC:2.4.1.21]
