query	seed_ortholog	evalue	score	eggNOG_OGs	tax_ceiling	farthest_donor_lineage	COG_category	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs	annotation_confidence
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_64801_5	1380348.GCA_000620725_03898	1.44e-261	725.0	AAA_assoc_2@131567|A-1,MgsA_C@131567|A-1,AAA@131567|J-4	Prokaryota	1;131567;2;2323;1783234;1752708;2760815;1802107	COG2256	rarA	-	-	K07478	-	-	-	-	00001	-	-	-	AAA_64_171,AAA_assoc_2_199_275,MgsA_C_276_441	l--m----m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_634337_1	1380348.GCA_000620725_03906	1.33e-124	376.0	-	Prokaryota	1;131567;2;3379134;57723;204432;204433;204434;112074;278963	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-------------
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_647338_1	1380348.GCA_000620725_03906	4.03e-61	205.0	-	Prokaryota	1;131567;2;3379134;57723;204432;204433;204434;112074;278963	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-------------
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_647338_2	1380348.GCA_000620725_03907	1.93e-111	330.0	FtsJ@131567|C-2,S4@131567|Ab-9	Prokaryota	1;131567;2;3379134;200783;187857;1485951;558314;64159;64160;868864	COG1189	tlyA	-	ec:2.1.1.226,ec:2.1.1.227	K06442	-	-	-	-	00001,01000,03009	-	-	-	FtsJ_61_241,S4_6_52	l-mm----m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_721744_2	1380348.GCA_000620725_03909	0.0	1058.0	Transketolase_C@131567|IM-12,Transket_pyr@131567|Fd-11,Transketolase_N@131567|Z-5	Prokaryota	1;131567;2;1783272;201174;1760;2037;2049;1654;1659;1120944	COG3959	dxs	-	ec:2.2.1.1	K00615	00030,00710,01100,01110,01120,01200,01230	M00004,M00007,M00165	-	-	00001,01000	-	-	-	Transket_pyr_335_498,Transketolase_C_535_658,Transketolase_N_23_286	l-hhhh--h---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_647338_4	1380348.GCA_000620725_03913	2.51e-312	869.0	ABC_tran_CTD@131567|C-2,ABC_tran|PDI5YX@131567	Prokaryota	1;131567;2;1783272;1239;91061;1385;186817;1386;185979;1460653	COG0488	prfB	-	-	K15738	-	-	-	-	00001,02000	-	-	-	ABC_tran_331_463,ABC_tran_43_175,ABC_tran_CTD_562_630	l--l----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1727575_11	1380348.GCA_000620725_03917	5.92e-130	375.0	Trans_reg_C@131567|GWt-44!,Response_reg|AUEANW@131567,Response_reg|AUEANW@2	Prokaryota	1;131567;2;3379134;1783257;74201;1955630;717963;717964;511745;591154;1156937	COG0745	dccR	-	ec:2.1.1.80,ec:2.7.13.3,ec:3.1.1.61	K02479,K02483,K07658,K07663,K07665,K07668,K07679,K07770,K11443,K11521,K11527,K13587,K13924,K14983,K18344,K18987	01502,02020,02024,02030	M00651,M00745	-	-	00001,01000,01001,01504,02022,02035	-	-	-	Response_reg_4_111,Trans_reg_C_144_218	l-llll--l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1727575_17	1380348.GCA_000620725_03922	9.86e-236	667.0	YscJ_FliF@131567|C-2,YscJ_FliF_C@131567|A-1	Prokaryota	1;131567;2;3379134;1783270;68336;1134404;795747;795748;795749;795750;591197;945713	COG1766	fliF	-	-	K02409	02040	-	-	-	00001,02035,02044	-	-	-	YscJ_FliF_66_236,YscJ_FliF_C_262_429	m--mm---m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1197882_1	1380348.GCA_000620725_03925	7.75e-57	190.0	ATP-synt_ab_N@131567|AF-7,ATP-synt_ab@131567|Ae-9,T3SS_ATPase_C@131567|O-4	Prokaryota	1;131567;2;3379134;1783257;204428;204429;51291;809;1113537;810;83558;406984	COG1157	fliI	GO:0005515,GO:0005737,GO:0006935,GO:0008564,GO:0009288,GO:0016887,GO:0030254,GO:0030257,GO:0030430,GO:0033644,GO:0042802,GO:0044780,GO:0050714,GO:0051087,GO:0071973,GO:0071978,GO:0120102	ec:7.4.2.8	K02412	02040	M00542,M00660	-	-	00001,01000,02035,02044	-	-	-	ATP-synt_ab_145_354,ATP-synt_ab_N_29_88,T3SS_ATPase_C_361_431	llllll--l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1197882_6	1380348.GCA_000620725_03930	3.32e-51	169.0	4HBT@131567|EZ-10	Prokaryota	1;131567;2;1783272;201174;1760;52018;1550402	COG2050	1c0669	-	ec:2.5.1.129	K03186	00130,00627,00740,00900,01100,01110,01120,01220,01240	M00117,M00849	-	-	00001,01000	-	-	-	4HBT_57_130	l-llll--l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_324538_1	1380348.GCA_000620725_03944	1.94e-212	601.0	MFS_1@131567|NYC-33,MFS_1@204434|EEDM-62,MFS_1@2|aXP-37	Prokaryota	1;131567;2;3379134;1783257;204428;204429;1963360;92712;34093;83561;331113	COG2814	emrB	GO:0005324,GO:0005515,GO:0005886,GO:0006974,GO:0009636,GO:0015125,GO:0015721,GO:0015909,GO:0046677,GO:0048545,GO:0098567,GO:0140330,GO:1990281,GO:1990961	-	K03446	02020	-	-	-	00001,02000	-	-	-	MFS_1_38_435	ll-ll---l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_676433_1	1380348.GCA_000620725_03944	3.14e-113	341.0	MFS_1@131567|NYC-33,MFS_1@204434|EEDM-62,MFS_1@2|aXP-37	Prokaryota	1;131567;2;3379134;1783257;204428;204429;1963360;92712;34093;83561;331113	COG2814	emrB	GO:0005324,GO:0005515,GO:0005886,GO:0006974,GO:0009636,GO:0015125,GO:0015721,GO:0015909,GO:0046677,GO:0048545,GO:0098567,GO:0140330,GO:1990281,GO:1990961	-	K03446	02020	-	-	-	00001,02000	-	-	-	MFS_1_38_435	ll-ll---l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_993421_13	1380348.GCA_000620725_03946	1.88e-80	248.0	SNARE_assoc@57723|s-6,SNARE_assoc@131567|G-3!	Prokaryota	1;131567;2;3379134;57723;204432;204433;3121618;658061;658062;204669	COG1238	-	-	-	-	-	-	-	-	-	-	-	-	SNARE_assoc_60_156	------------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_848983_9	1380348.GCA_000620725_03950	7.76e-98	293.0	-	Prokaryota	1;131567;2;3379134;57723;204432;204433;204434;112074;639030	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-------------
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_888288_2	1380348.GCA_000620725_03961	3.57e-68	218.0	RsfS@131567|A-1	Prokaryota	1;131567;2;3379134;200938;118001;189769;189770;118004;309797;118005	COG0799	rsfS	GO:0042802	ec:2.7.7.18	K09710	00760,01100,01240	M00115,M00912	-	-	00001,03009	-	-	-	RsfS_26_121	llllll--l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_888288_10	1380348.GCA_000620725_03973	5.98e-260	718.0	SHMT@131567|A-1	Prokaryota	1;131567;2;3379134;2138240;2138243;2138246;2138247;68335;35786;309798	COG0112	glyA	GO:0005515	ec:2.1.2.1	K00600	00260,00460,00630,00670,00680,01100,01110,01120,01200,01230,01240	M00140,M00141,M00346,M00532,M00975	-	-	00001,01000	-	-	-	SHMT_9_385	mlmmmm--m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_888288_13	1380348.GCA_000620725_03975	1.03e-11	63.2	-	Prokaryota	1;131567;2;3379134;57723;204432;204433;204434;1775468;1577686	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-------------
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_888288_15	1380348.GCA_000620725_03979	1.57e-290	801.0	Aldedh@131567|ho-16	Prokaryota	1;131567;2;3379134;1224;28211;356;82115;227290;379;2613769;1500301	COG1012	gabD	-	ec:1.2.1.16,ec:1.2.1.20,ec:1.2.1.79	K00135	00250,00310,00350,00650,00760,01100,01120	M00027,M00956,M00957	-	-	00001,01000	-	-	-	Aldedh_20_473	l-llll--l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_888288_16	1380348.GCA_000620725_03980	1.3e-139	398.0	HhH-GPD@131567|D-3	Prokaryota	1;131567;2;3379134;1224;1236;72273;135616;34067;2621467;1840537	COG0122	alkA	-	ec:3.2.2.21	K01247	03410	-	-	-	00001,01000,03400	-	-	-	HhH-GPD_55_173	l-lll---l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_888288_18	1380348.GCA_000620725_03981	0.0	1250.0	Glyco_hydro_57@131567|b-5,DUF3536@131567|A-1	Prokaryota	1;131567;2;3379134;1783270;68336;976;768503;768507;1853232;323449;1317125	COG1449	amyA	-	ec:5.4.99.15	K06044	00500,01100,01110	M00565	-	-	00001,01000	-	-	-	DUF3536_342_630,Glyco_hydro_57_114_310	l-llll--l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1820274_7	1380348.GCA_000620725_03989	1.67e-118	389.0	PseudoU_synth_2@131567|BJ-11,S4@2|iQ-21,S4@131567|Fu-14	Prokaryota	1;131567;2;2323;1783234;95818;1895827;1895829	COG1187	rluB	-	ec:5.4.99.22	K06178	-	-	-	-	00001,01000,03009	-	-	-	PseudoU_synth_2_262_399,S4_200_239	l-mm----m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1820274_6	1380348.GCA_000620725_03990	4.67e-91	288.0	SMC_ScpB@131567|A-1	Prokaryota	1;131567;2;3379134;57723;1562571;2562241;2562242;1434048;1312852	COG1386	scpB	-	-	K06024	-	-	-	-	00001,03036	-	-	-	SMC_ScpB_152_297	l--m----m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1991547_5	1380348.GCA_000620725_03993	8.48e-281	771.0	NTP_transferase@131567|EV-10	Prokaryota	1;131567;2;1783272;1239;186801;186802;538999;543313;76008;2624464;1048380	COG0448	glgC	GO:0000287,GO:0005978,GO:0008878,GO:0009250,GO:0010170,GO:0016208,GO:0042802,GO:0051289	ec:2.7.7.27	K00975	00500,00520,01100,01110,01250	M00565,M00854	-	-	00001,01000	-	-	-	NTP_transferase_6_272	mlmmmm--m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1462304_7	1380348.GCA_000620725_03997	1.98e-87	271.0	zf-HC2@2|B-2!	Prokaryota	1;131567;2;1783272;1239;91061;1385;186822;44249;185978;1736404	COG5662	rsiW	GO:0003674,GO:0005575,GO:0008150	ec:3.4.21.89	K03100	03060	-	-	-	00001,01000,01002	-	-	-	zf-HC2_13_46	lllll---l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1462304_8	1380348.GCA_000620725_03998	2.42e-85	265.0	zf-B_box@131567|DG-11!,DUF5668@131567|c-5	Prokaryota	1;131567;2;1783272;200795;292625;292629;292628;1077886;869279	COG4758	ysxD	-	-	-	-	-	-	-	-	-	-	-	DUF5668_240_279,zf-B_box_2_27	l-----------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1462304_9	1380348.GCA_000620725_03999	1.48e-17	80.5	DUF5668@131567|C-2!	Prokaryota	1;131567;2;2323;1783234;1783273;1794811;221216;1046984;1659202	S	-	-	-	-	-	-	-	-	-	-	-	-	DUF5668_10_50	------------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1462304_10	1380348.GCA_000620725_04000	1.01e-182	533.0	DUF4097@131567|b-5	Prokaryota	1;131567;2;3379134;1783270;68336;976;200643;1970189;558415;1434049;385682	COG3595	-	-	-	-	-	-	-	-	-	-	-	-	DUF4097_188_414,DUF4097_431_500	------------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332151_12	1380348.GCA_000620725_04001	2.44e-282	792.0	Plug@131567|Aa-7,TonB_dep_Rec@131567|P-5	Prokaryota	1;131567;2;2323;1783234;1817802;3106394;1817861	COG4206	btuB_2	-	-	K16092	-	-	-	-	00001,02000	-	-	-	Plug_83_172,TonB_dep_Rec_220_619	l--l----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_906376_2	1380348.GCA_000620725_04006	3.84e-206	581.0	VIT1@131567|C-2!,Ferritin@131567|x-7	Prokaryota	1;131567;2;2323;1783234;1619053;1801912;1619066	COG2193	bfr	-	ec:1.16.3.1	K22736	00860	-	-	-	00001,02000	-	-	-	Ferritin_47_149,VIT1_186_395	l-lml---m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_906376_4	1380348.GCA_000620725_04010	2.29e-244	686.0	Amino_oxidase@131567|AE-6	Prokaryota	1;131567;2;3379134;57723;533205;574975;574976;35838;35839;903818	COG1232	hemY_2	GO:0005737,GO:0005886	ec:1.3.3.15,ec:1.3.3.4	K00231	00860,01100,01110,01240	M00121,M00868,M00926	-	-	00001,01000	-	-	-	Amino_oxidase_32_513	llmmmm--m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332151_8	1380348.GCA_000620725_04012	3.73e-130	385.0	-	Prokaryota	1;131567;2;2323;1783234;1783273;1794811;1794840;1805320	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-------------
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332151_9	1380348.GCA_000620725_04013	2.84e-136	393.0	FAA_hydrolase@131567|JB-14	Prokaryota	1;131567;2;1783272;1239;91061;1385;186817;2675229;1407;1174504	COG0179	ycgM	-	-	-	-	-	-	-	-	-	-	-	FAA_hydrolase_79_275	l-----------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_608047_1	1380348.GCA_000620725_04026	1.17e-277	768.0	tRNA_anti-codon@131567|Rs-17,tRNA-synt_2@131567|DO-15	Prokaryota	1;131567;2;3379134;203691;1130380;1802177	COG0017	asnS	GO:0005515	ec:6.1.1.22	K01893	00970	-	-	-	00001,01000,01007,01613,03016	-	-	-	tRNA-synt_2_176_494,tRNA_anti-codon_79_157	mlmmm---m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_4306_8	1380348.GCA_000620725_04029	5.59e-112	329.0	-	Prokaryota	1;131567;2;3379134;57723;204432;204433;204434;940557;940614;682795	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-------------
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_4306_7	1380348.GCA_000620725_04030	6.69e-77	239.0	Peptidase_M50@131567|EO-10	Prokaryota	1;131567;2;1783272;1239;91061;1385;186817;175304;237679	COG1994	ywhC	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M50_160_199	l-----------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_4306_1	1380348.GCA_000620725_04034	6.26e-176	509.0	PHO4@131567|A-1	Prokaryota	1;131567;2;1783272;201174;1752188;1797200	COG0306	pitA	GO:0005315,GO:0005385,GO:0005515,GO:0005886,GO:0010960,GO:0015295,GO:0015654,GO:0015710,GO:0016020,GO:0035435,GO:1901683,GO:1901684	-	K03306	-	-	-	-	00001	-	-	-	PHO4_83_534	ll-l----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_690455_23	1380348.GCA_000620725_04046	6e-108	314.0	Pribosyltran@131567|FI-12	Prokaryota	1;131567;2;3379134;200940;3031651;69541;2812024;2812025;29542	COG0634	hpt	GO:0004422,GO:0006177,GO:0006188,GO:0043101,GO:0052657	ec:2.4.2.8	K00760	00230,01100,01110,01232	-	-	-	00001,01000	-	-	-	Pribosyltran_13_162	mlmmm---m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1554439_11	1380348.GCA_000620725_04048	2.88e-226	652.0	PolyA_pol@131567|Aa-11	Prokaryota	1;131567;2;3379134;200940;3024418;213118;213119;231684;1735114	COG0617	pcnB	GO:0052927,GO:0052929	ec:2.7.7.72	K00974	03018	-	-	-	00001,01000,03016	-	-	-	PolyA_pol_34_160	lllll---l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1554439_12	1380348.GCA_000620725_04049	7.46e-79	239.0	-	Prokaryota	1;131567;2;3379134;57723;204432;332160;1962910;911113;360054;1340493	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-------------
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1716181_6	1380348.GCA_000620725_04058	1.1e-70	238.0	WXXGXW@204434|Fp-11,WXXGXW@131567|C-2	Prokaryota	1;131567;2;3379134;57723;204432;204433;204434;1775468;1577686	COG3064	-	-	-	-	-	-	-	-	-	-	-	-	WXXGXW_53_76,WXXGXW_84_104	------------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_587784_3	1380348.GCA_000620725_04059	5.5e-296	825.0	RecJ_OB@131567|A-1,DHH@131567|Y-5,DHHA1@131567|B-2	Prokaryota	1;131567;2;2323;1783234;1618339;1618346	COG0608	recJ	GO:0005515,GO:0006281,GO:0006310,GO:0008409,GO:0010165,GO:0045145	-	K07462	03410,03430,03440	-	-	-	00001,03400	-	-	-	DHHA1_341_459,DHH_92_243,RecJ_OB_476_585	ll-ll---l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_587784_4	1380348.GCA_000620725_04060	7.24e-92	271.0	-	Prokaryota	1;131567;2;3379134;57723;204432;204433;3121618;658061;658062;204669	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-------------
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_587784_6	1380348.GCA_000620725_04064	4.2e-40	135.0	DUF507@131567|A-1*,DUF507@2|B-2	Prokaryota	1;131567;2;1783272;200795;32061;32064;1508594;1106;1107;152260;326427	COG2952	-	-	-	K09804	-	-	-	-	00001	-	-	-	DUF507_1_89	---l----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_2115470_2	1380348.GCA_000620725_04065	2.68e-48	156.0	DUF507@131567|A-1*,DUF507@2|C-2	Prokaryota	1;131567;2;68525;28221;122706;1797816	COG2952	-	-	-	K09804	-	-	-	-	00001	-	-	-	DUF507_4_91	---l----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1178380_9	1380348.GCA_000620725_04079	0.0	988.0	tRNA_synt_2f@131567|A-1,DALR_1@131567|B-2	Prokaryota	1;131567;2;3379134;1783270;142187;1046981;1805216	COG0751	glyS	GO:0000049,GO:0004820,GO:0005515,GO:0005829,GO:0006426,GO:0009345	ec:6.1.1.14	K01879	00970	-	-	-	00001,01000,01007,01613,03016	-	-	-	DALR_1_580_675,tRNA_synt_2f_4_550	mlmmm---m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1178380_7	1380348.GCA_000620725_04081	2.03e-134	386.0	RecO_N@131567|A-1,RecO_C@131567|A-1	Prokaryota	1;131567;2;3379134;1783257;203682;666505;666506;666507;666508;547188;1142394	COG1381	recO	GO:0006302,GO:0043590	-	K03584	03440	-	-	-	00001,03400	-	-	-	RecO_C_87_238,RecO_N_1_80	ll-ll---l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1236606_3	1380348.GCA_000620725_04083	1.81e-104	309.0	Aldolase@131567|B-2	Prokaryota	1;131567;2;3379134;1783270;68336;1090;44765;1619898	COG0800	eda	-	ec:4.1.2.14,ec:4.1.3.42	K01625	00030,00630,01100,01120,01200	M00008,M00061,M00308,M00631	-	-	00001,01000	-	-	-	Aldolase_11_200	m-mmmm--m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_221503_1	1380348.GCA_000620725_04093	5.28e-83	251.0	RuvC@131567|A-1	Prokaryota	1;131567;2;3379134;200940;3031449;213115;194924;2035811;879567;1322246	COG0817	ruvC	-	ec:3.1.21.10	K01159	03440	-	-	-	00001,01000,03400	-	-	-	RuvC_45_197	m-mmm---m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_368988_2	1380348.GCA_000620725_04096	2.63e-114	337.0	RrnaAD@131567|A-1	Prokaryota	1;131567;2;3379134;200940;3031449;213115;194924;872;466107;1121455	COG0030	rsmA	-	ec:2.1.1.182	K02528	-	-	-	-	00001,01000,03009	-	-	-	RrnaAD_4_262	l-ll----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_860109_12	1380348.GCA_000620725_04107	3.29e-102	311.0	Rce1-like@131567|D-3	Prokaryota	1;131567;2;3384189;32066;203490;203491;1129771;32067;1852388	COG1266	ydiL	-	-	K07052	-	-	-	-	00001,01002	-	-	-	Rce1-like_198_316	l--l----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1158698_1	1380348.GCA_000620725_04111	8.5e-111	332.0	Peptidase_M16_C@131567|Ci-9,Peptidase_M16@131567|GP-11	Prokaryota	1;131567;2;3379134;1783270;68336;1090;191410;191411;191412;274493;1099;34090;324925	COG0612	ptrA_1	GO:0005886	-	-	-	-	-	-	-	-	-	-	Peptidase_M16_18_164,Peptidase_M16_C_173_345	ll----------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1526698_3	1380348.GCA_000620725_04111	1.43e-241	672.0	Peptidase_M16_C@131567|Ci-9,Peptidase_M16@131567|GP-11	Prokaryota	1;131567;2;3379134;1783270;68336;1090;191410;191411;191412;274493;1099;34090;324925	COG0612	ptrA_1	GO:0005886	-	-	-	-	-	-	-	-	-	-	Peptidase_M16_18_164,Peptidase_M16_C_173_345	ll----------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1526698_4	1380348.GCA_000620725_04112	3.14e-184	526.0	Radical_SAM@131567|IQ-14	Prokaryota	1;131567;2;3379134;57723;458031;1660250;1660251	COG0820	rlmN	-	ec:2.1.1.192	K06941	-	-	-	-	00001,01000,03009	-	-	-	Radical_SAM_176_344	l-ll----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1316213_11	1380348.GCA_000620725_04115	1.3e-70	219.0	-	Prokaryota	1;131567;2;3379134;57723;305072;1797186	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-------------
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_351699_6	1380348.GCA_000620725_04132	3.87e-125	363.0	IstB_IS21@131567|BF-9	Prokaryota	1;131567;2;1783272;201174;1497346;588673;361606;361607;588672;1122939	COG1484	dnaI	GO:0042802	-	K02315	-	-	-	-	00001,03032	-	-	-	IstB_IS21_32_194	ll-m----m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1262956_22	1380348.GCA_000620725_04147	1.24e-139	405.0	URO-D@131567|A-1	Prokaryota	1;131567;2;3039652;3039773;1617433	COG0407	hemE	-	ec:4.1.1.37	K01599	00860,01100,01110,01240	M00121,M00868,M00926	-	-	00001,01000	-	-	-	URO-D_50_385	m-mmmm--m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_351699_9	1380348.GCA_000620725_04147	5.58e-134	390.0	URO-D@131567|A-1	Prokaryota	1;131567;2;3039652;3039773;1617433	COG0407	hemE	-	ec:4.1.1.37	K01599	00860,01100,01110,01240	M00121,M00868,M00926	-	-	00001,01000	-	-	-	URO-D_50_385	m-mmmm--m---h
